"crop","sum","fertilizer","candidate_name","party","evm_votes"
"Bajra","442","45141.46","D GOPALAKRISHNA","Socialist Party (India)",1661
"Bajra","442","45141.46","D K SURESH","Indian National Congress",807459
"Bajra","442","45141.46","D. CHINNAPPA","Independent",616
"Bajra","442","45141.46","D. HANUMANTHAPPA","Bahujan Samaj Party",4462
"Bajra","442","45141.46","D. SUDHAKARA","Independent",1678
"Bajra","442","45141.46","D.S. ESHWARAPPA","Independent",687
"Bajra","442","45141.46","DARSHAN K PONNETI","Independent",761
"Bajra","442","45141.46","DATTATREYA DASHARATHA TAVARE","Independent",1607
"Bajra","442","45141.46","DEEPAK RAJESH COELHO","Independent",950
"Bajra","442","45141.46","DEVARAJ CORONA WARRIOR","Independent",1168
"Bajra","442","45141.46","DEVARAJ M.Y","Karnataka Rashtra Samithi",6033
"Bajra","442","45141.46","DEVARAJA A ALUSURUDINNE","Uttama Prajaakeeya Party",1343
"Bajra","442","45141.46","DILIP KADWAD","Independent",791
"Bajra","442","45141.46","DILIP KUMAR I.S.","Independent",1896
"Bajra","442","45141.46","DODDESH.H.S","Janahitha Paksha",439
"Bajra","442","45141.46","DR . BASAVARAJ. K. SHARANAPPA","Bharatiya Janata Party",614866
"Bajra","442","45141.46","DR C N MANJUNATH","Bharatiya Janata Party",1075553
"Bajra","442","45141.46","DR HARISH GOWDA","Independent",555
"Bajra","442","45141.46","DR M. VENKATASWAMY","Independent",3336
"Bajra","442","45141.46","DR M.P. DARAKESWARAIAH","Independent",982
"Bajra","442","45141.46","DR. ANJALI NIMBALKAR","Indian National Congress",443296
"Bajra","442","45141.46","DR. DINKAR MORE","Independent",4105
"Bajra","442","45141.46","DR. G H IMRAPUR","Independent",930
"Bajra","442","45141.46","DR. GURAPPA H IMRAPUR","Independent",510
"Bajra","442","45141.46","DR. H. M. NANJUNDASWAMY","Samajwadi Janata Party(Karnataka)",519
"Bajra","442","45141.46","DR. H.B.M. HIREMATH","Kannada  Paksha",477
"Bajra","442","45141.46","DR. M.R. RANGANATHA","Independent",850
"Bajra","442","45141.46","DR. MUTTU. S. SURAKOD. (MADAR)","Independent",3131
"Bajra","442","45141.46","DR. PRABHA MALLIKARJUN","Indian National Congress",631453
"Bajra","442","45141.46","DR. UMESH G JADHAV","Bharatiya Janata Party",622615
"Bajra","442","45141.46","DR.K.SUDHAKAR","Bharatiya Janata Party",819588
"Bajra","442","45141.46","DR.R.SHEKAR THIRUMAVALVAN","Independent",214
"Bajra","442","45141.46","DR|| KADAYYA HIREMATH (SWAMIJI)","Independent",642
"Bajra","442","45141.46","DURGA PRASAD","Karunada Sevakara Party",2578
"Bajra","442","45141.46","E. TUKARAM","Indian National Congress",729581
"Bajra","442","45141.46","E.H. NAYAK","Independent",953
"Bajra","442","45141.46","ESHWARA SHENGA","Uttama Prajaakeeya Party",1424
"Bajra","442","45141.46","G N RAVI","Independent",1462
"Bajra","442","45141.46","G N. KODANDAREDDY","Independent",399
"Bajra","442","45141.46","G SUBRAMANI SHETTY","Karnataka Rashtra Samithi",869
"Bajra","442","45141.46","G. JAYADEVA","Independent",367
"Bajra","442","45141.46","G. KUMAR NAIK.","Indian National Congress",669413
"Bajra","442","45141.46","G. SWAMY","Navabharath Sena",940
"Bajra","442","45141.46","G.B.VINAY KUMAR","Independent",42624
"Bajra","442","45141.46","G.D.RAJAGOPAL (H.D.KOTE)","Independent",3949
"Bajra","442","45141.46","G.M.BARKATH ALI BASHA","Independent",470
"Bajra","442","45141.46","G.M.GAYITRI SIDDESHI","Independent",2453
"Bajra","442","45141.46","G.N. VENKATESH B.A.L.L.B","Independent",1199
"Bajra","442","45141.46","GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.","Bharatiya Janata Party",667441
"Bajra","442","45141.46","GAJANAN L. PUJARI","Independent",591
"Bajra","442","45141.46","GANAPATI  RATHOD (HANJAGI)","Karnataka Rashtra Samithi",7652
"Bajra","442","45141.46","GANAPATI HEGDE","Socialist Unity Centre Of India (COMMUNIST)",4427
"Bajra","442","45141.46","GANESH.","Independent",1048
"Bajra","442","45141.46","GANESH. B (BELLI)","Independent",736
"Bajra","442","45141.46","GANGADHAR BADIGER","Socialist Unity Centre Of India (COMMUNIST)",2264
"Bajra","442","45141.46","GANGADHAR BAHUJAN","Bahujan Samaj Party",12068
"Bajra","442","45141.46","GAYITHRI SIDDESHWARA","Bharatiya Janata Party",604531
"Bajra","442","45141.46","GEETHA SHIVARAJKUMAR","Indian National Congress",533622
"Bajra","442","45141.46","GLOBE STAR J. JAI SIMHA VARMA, B E.","Gareeb Aadmi Party",356
"Bajra","442","45141.46","GOPAL M.P. GARAMPALLI","Independent",765
"Bajra","442","45141.46","GOVIND MAKTHAPPA KARJOL","Bharatiya Janata Party",681217
"Bajra","442","45141.46","GOVINDAIAH","Bahujan Samaj Party",4614
"Bajra","442","45141.46","H D REVANNA","Purvanchal Mahapanchayat",4256
"Bajra","442","45141.46","H K NARASIMHAPPA","Samajwadi Janata Party(Karnataka)",445
"Bajra","442","45141.46","H SURESH POOJARI","Independent",219
"Bajra","442","45141.46","H V CHANDRASHEKAR","Viduthalai Chiruthaigal Katchi",473
"Bajra","442","45141.46","H. K. KRISHNA","Karunaadu Party",1479
"Bajra","442","45141.46","H. P. SHIVAPRAKASH","Socialist Unity Centre Of India (COMMUNIST)",700
"Bajra","442","45141.46","H.D. KUMARASWAMY","Janata Dal  (Secular)",847482
"Bajra","442","45141.46","H.D. REVANNA","Purvanchal Mahapanchayat",584
"Bajra","442","45141.46","H.K.SWAMY HARADANAHALLI","Independent",3206
"Bajra","442","45141.46","H.L. MOHAN KUMAR","Independent",890
"Bajra","442","45141.46","H.R.NATARAJ","Independent",857
"Bajra","442","45141.46","HANAMESH . S . H. SHAKHAPUR","Independent",1247
"Bajra","442","45141.46","HARISH GOWDA","Socialist Party (India)",967
"Bajra","442","45141.46","HEBBAL VENKATESH.J","Republican Party of India (A)",422
"Bajra","442","45141.46","HEMANTH GAVEESH","Independent",3277
"Bajra","442","45141.46","HEMAVATHI K","Socialist Unity Centre Of India (COMMUNIST)",1768
"Bajra","442","45141.46","HOLUR SRINIVASA","Independent",6159
"Bajra","442","45141.46","HUCHESHWARA WATHAR GOUR","Bahujan Samaj Party",7871
"Bajra","442","45141.46","IMAMSAB JANGLISAB MULLA","Independent",728
"Bajra","442","45141.46","IMTIYAZ A. ATTAR","Independent",440
"Bajra","442","45141.46","J T PRAKASH","Independent",1468
"Bajra","442","45141.46","J.K. SAMI","Independent",6761
"Bajra","442","45141.46","JAGADISH SHETTAR","Bharatiya Janata Party",756471
"Bajra","442","45141.46","JAGADISH YALLAPPA BANKAPURA","Independent",660
"Bajra","442","45141.46","JAIRAJ KASHAPPA BUKKA ADVOCATE","Independent",1493
"Bajra","442","45141.46","JAVEED AHAMED BELGAUMKAR.","Naki Bharatiya Ekta Party",3551
"Bajra","442","45141.46","JAYALAKSHMI SUNDARA RAJAN","Independent",2755
"Bajra","442","45141.46","JAYAPAL.D","Independent",940
"Bajra","442","45141.46","JITENDRA SUBHASH NERLE","Independent",452
"Bajra","442","45141.46","JITENDRA.ASHOK. KAMBLE","Republican Party of India (A)",1605
"Bajra","442","45141.46","JOHN BENNY","Independent",863
"Bajra","442","45141.46","JYOTI GULEDGUDDA","Independent",4636
"Bajra","442","45141.46","JYOTI RAMESH CHAVAN","Independent",2787
"Bajra","442","45141.46","K  NARASHIMAMURTHY","Independent",1385
"Bajra","442","45141.46","K R DEVARAJA","Delhi Janta Party",4588
"Bajra","442","45141.46","K V GOWTHAM","Indian National Congress",618700
"Bajra","442","45141.46","K. C. JANARDHAN","Independent",444
"Bajra","442","45141.46","K. JAYAPRAKASH HEGDE","Indian National Congress",470769
"Bajra","442","45141.46","K. MANJUNATHA","Independent",1552
"Bajra","442","45141.46","K. P. PATIL","Independent",901
"Bajra","442","45141.46","K. RAJASHEKAR BASAVARAJ HITNAL","Indian National Congress",661921
"Bajra","442","45141.46","K. S. ESHWARAPPA","Independent",29959
"Bajra","442","45141.46","K. VENKATESH","Independent",469
"Bajra","442","45141.46","K.M.MAHADEVA","Independent",1716
"Bajra","442","45141.46","K.R. GANGADHARAPPA","Independent",734
"Bajra","442","45141.46","K.S. VEERBHADRAPPA","Karnataka Rashtra Samithi",466
"Bajra","442","45141.46","K.T. RADHAKRISHNA","Bahujan Samaj Party",5378
"Bajra","442","45141.46","K.V.NANJUNDASWAMY","Independent",1363
"Bajra","442","45141.46","KADAMBA NAA AMBARISH","Karnataka Jantha Paksha",4069
"Bajra","442","45141.46","KADAMBA. NAA. AMBARISH","Independent",1738
"Bajra","442","45141.46","KALAPPA YACHRAPPA BADIGER VISHWAKARMA","Independent",1967
"Bajra","442","45141.46","KALAVATHI. N","Socialist Unity Centre Of India (COMMUNIST)",2736
"Bajra","442","45141.46","KALLOLIKAR SHAMBHU KRISHNA","Independent",25351
"Bajra","442","45141.46","KANDALLI MAHESH","Karnataka Rashtra Samithi",1249
"Bajra","442","45141.46","KANTHAKUMAR.R.","Independent",393
"Bajra","442","45141.46","KANTHAPPA ALANGAR","Bahujan Samaj Party",4202
"Bajra","442","45141.46","KAPANIGOWDA.","Independent",451
"Bajra","442","45141.46","KARADI BASAVARAJ","Independent",5868
"Bajra","442","45141.46","KARAVALI MANJUNATH. BE","Rashtriya Samaj Dal (R)",308
"Bajra","442","45141.46","KAREEMPASHA GACHCHINMANI.","Independent",1233
"Bajra","442","45141.46","KARTHIK. K","Voters Independent Party",594
"Bajra","442","45141.46","KASHINATH KALLAPPA KURANI","Independent",1097
"Bajra","442","45141.46","KEMPEGOWDA","Navabharath Sena",1390
"Bajra","442","45141.46","KENGANAL. MALLIKARJUN. BHIMAPPA","Independent",1189
"Bajra","442","45141.46","KHAJAMOHIDDIN GUDAGERI","Socialist Party (India)",3398
"Bajra","442","45141.46","KOTA SRINIVAS POOJARY","Bharatiya Janata Party",728219
"Bajra","442","45141.46","KRISHNA BALEGAR","Independent",897
"Bajra","442","45141.46","KRISHNAIAH","Rashtriya Samaj Dal (R)",556
"Bajra","442","45141.46","KRISHNAIAH N","Independent",438
"Bajra","442","45141.46","KUMAR L","Bharatiya Prajagala Kalyana Paksha",1052
"Bajra","442","45141.46","KUMAR SAMBHAJI DONGARE","Karnataka Rashtra Samithi",930
"Bajra","442","45141.46","KUNAJE MANJUNATHA GOWDA","Independent",671
"Bajra","442","45141.46","L. RANGANATH GOWDA","Karnataka Rashtra Samithi",536
